flight_id,flight_number,aircraft_id,departure_airport_id,arrival_airport_id,scheduled_departure,scheduled_arrival,actual_departure,actual_arrival,delay_minutes,flight_status
F000174,SKY154,AC006,AID013,AID006,2023-06-23 03:00:00,2023-06-23 05:00:00,2023-06-23 03:00:00,2023-06-23 05:00:00,0,On-Time
F000175,SKY130,AC009,AID006,AID007,2023-06-24 10:51:00,2023-06-24 19:51:00,2023-06-24 10:51:00,2023-06-24 19:51:00,0,On-Time
F000176,SKY127,AC017,AID004,AID003,2023-06-25 00:58:00,2023-06-25 05:58:00,2023-06-25 00:58:00,2023-06-25 05:58:00,0,On-Time
F000177,SKY114,AC014,AID009,AID002,2023-06-26 07:27:00,2023-06-26 11:27:00,2023-06-26 07:27:00,2023-06-26 11:27:00,0,On-Time
F000178,SKY124,AC006,AID004,AID007,2023-06-27 03:34:00,2023-06-27 10:34:00,2023-06-27 04:26:00,2023-06-27 11:26:00,52,Delayed
F000179,SKY112,AC014,AID002,AID005,2023-06-28 06:45:00,2023-06-28 18:45:00,2023-06-28 06:45:00,2023-06-28 18:45:00,0,On-Time
F000180,SKY151,AC005,AID012,AID009,2023-06-29 20:34:00,2023-06-30 01:34:00,2023-06-29 20:44:00,2023-06-30 01:44:00,10,Delayed
F000181,SKY146,AC019,AID011,AID014,2023-06-30 16:31:00,2023-06-30 20:31:00,2023-06-30 16:31:00,2023-06-30 20:31:00,0,On-Time
F000182,SKY158,AC013,AID015,AID004,2023-07-01 07:03:00,2023-07-01 12:03:00,2023-07-01 07:03:00,2023-07-01 12:03:00,0,On-Time
F000183,SKY130,AC002,AID006,AID007,2023-07-02 22:37:00,2023-07-03 08:37:00,2023-07-02 22:37:00,2023-07-03 08:37:00,0,On-Time
F000184,SKY150,AC009,AID012,AID002,2023-07-03 10:33:00,2023-07-03 12:33:00,2023-07-03 10:33:00,2023-07-03 12:33:00,0,On-Time
F000185,SKY102,AC011,AID001,AID003,2023-07-04 05:45:00,2023-07-04 15:45:00,2023-07-04 05:45:00,2023-07-04 15:45:00,0,On-Time
F000186,SKY151,AC019,AID012,AID009,2023-07-05 15:23:00,2023-07-05 21:23:00,2023-07-05 15:23:00,2023-07-05 21:23:00,0,On-Time
F000187,SKY137,AC004,AID005,AID003,2023-07-06 07:43:00,2023-07-06 11:43:00,2023-07-06 07:43:00,2023-07-06 11:43:00,0,On-Time
F000188,SKY138,AC010,AID005,AID011,2023-07-07 09:26:00,2023-07-07 11:26:00,2023-07-07 09:26:00,2023-07-07 11:26:00,0,On-Time
F000189,SKY110,AC019,AID002,AID012,2023-07-08 10:44:00,2023-07-08 14:44:00,2023-07-08 10:54:00,2023-07-08 14:54:00,10,Delayed
F000190,SKY122,AC008,AID003,AID004,2023-07-09 09:44:00,2023-07-09 13:44:00,2023-07-09 09:44:00,2023-07-09 13:44:00,0,On-Time
F000191,SKY127,AC005,AID004,AID003,2023-07-10 07:00:00,2023-07-10 11:00:00,2023-07-10 07:00:00,2023-07-10 11:00:00,0,On-Time
F000192,SKY143,AC003,AID008,AID014,2023-07-11 12:09:00,2023-07-11 14:09:00,2023-07-11 12:09:00,2023-07-11 14:09:00,0,On-Time
F000193,SKY121,AC005,AID003,AID006,2023-07-12 13:48:00,2023-07-13 00:48:00,2023-07-12 13:48:00,2023-07-13 00:48:00,0,On-Time
F000194,SKY148,AC015,AID014,AID005,2023-07-13 07:03:00,2023-07-13 10:03:00,2023-07-13 07:03:00,2023-07-13 10:03:00,0,On-Time
F000195,SKY129,AC016,AID006,AID013,2023-07-14 01:27:00,2023-07-14 04:27:00,2023-07-14 01:27:00,2023-07-14 04:27:00,0,On-Time
F000196,SKY125,AC018,AID004,AID013,2023-07-15 12:28:00,2023-07-15 18:28:00,2023-07-15 12:44:00,2023-07-15 18:44:00,16,Delayed
F000197,SKY156,AC013,AID013,AID015,2023-07-16 16:31:00,2023-07-16 23:31:00,2023-07-16 16:31:00,2023-07-16 23:31:00,0,On-Time
F000198,SKY148,AC004,AID014,AID005,2023-07-17 05:58:00,2023-07-17 09:58:00,2023-07-17 05:58:00,2023-07-17 09:58:00,0,On-Time
F000199,SKY102,AC014,AID001,AID003,2023-07-18 05:18:00,2023-07-18 18:18:00,2023-07-18 05:18:00,2023-07-18 18:18:00,0,On-Time
F000200,SKY139,AC016,AID005,AID014,2023-07-19 08:43:00,2023-07-19 10:43:00,2023-07-19 09:37:00,2023-07-19 11:37:00,54,Delayed
F000201,SKY134,AC007,AID007,AID013,2023-07-20 11:38:00,2023-07-20 16:38:00,2023-07-20 11:38:00,2023-07-20 16:38:00,0,On-Time
F000202,SKY117,AC017,AID009,AID007,2023-07-21 03:22:00,2023-07-21 12:22:00,2023-07-21 03:22:00,2023-07-21 12:22:00,0,On-Time
F000203,SKY154,AC008,AID013,AID006,2023-07-22 16:33:00,2023-07-22 19:33:00,2023-07-22 16:56:00,2023-07-22 19:56:00,23,Delayed
F000204,SKY118,AC005,AID003,AID001,2023-07-23 00:12:00,2023-07-23 12:12:00,2023-07-23 00:12:00,2023-07-23 12:12:00,0,On-Time
F000205,SKY137,AC007,AID005,AID003,2023-07-24 02:02:00,2023-07-24 06:02:00,2023-07-24 02:17:00,2023-07-24 06:17:00,15,Delayed
F000206,SKY145,AC014,AID011,AID005,2023-07-25 11:05:00,2023-07-25 13:05:00,2023-07-25 11:05:00,2023-07-25 13:05:00,0,On-Time
F000207,SKY126,AC005,AID004,AID015,2023-07-26 15:44:00,2023-07-26 22:44:00,2023-07-26 15:44:00,2023-07-26 22:44:00,0,On-Time
F000208,SKY118,AC003,AID003,AID001,2023-07-27 00:40:00,2023-07-27 10:40:00,2023-07-27 00:40:00,2023-07-27 10:40:00,0,On-Time
F000209,SKY122,AC008,AID003,AID004,2023-07-28 08:42:00,2023-07-28 14:42:00,2023-07-28 08:42:00,2023-07-28 14:42:00,0,On-Time
F000210,SKY115,AC013,AID009,AID012,2023-07-29 17:57:00,2023-07-29 23:57:00,2023-07-29 17:57:00,2023-07-29 23:57:00,0,On-Time
F000211,SKY124,AC011,AID004,AID007,2023-07-30 08:39:00,2023-07-30 14:39:00,2023-07-30 08:39:00,2023-07-30 14:39:00,0,On-Time
F000212,SKY104,AC016,AID001,AID006,2023-07-31 02:59:00,2023-07-31 10:59:00,2023-07-31 02:59:00,2023-07-31 10:59:00,0,On-Time
F000213,SKY116,AC005,AID009,AID006,2023-08-01 04:38:00,2023-08-01 14:38:00,2023-08-01 04:38:00,2023-08-01 14:38:00,0,On-Time
F000214,SKY109,AC013,AID002,AID009,2023-08-02 02:17:00,2023-08-02 07:17:00,2023-08-02 02:46:00,2023-08-02 07:46:00,29,Delayed
F000215,SKY137,AC001,AID005,AID003,2023-08-03 05:17:00,2023-08-03 11:17:00,2023-08-03 05:17:00,2023-08-03 11:17:00,0,On-Time
F000216,SKY142,AC018,AID008,AID011,2023-08-04 23:55:00,2023-08-05 02:55:00,2023-08-04 23:55:00,2023-08-05 02:55:00,0,On-Time
F000217,SKY149,AC019,AID014,AID008,2023-08-05 02:22:00,2023-08-05 05:22:00,2023-08-05 03:18:00,2023-08-05 06:18:00,56,Delayed
F000218,SKY109,AC002,AID002,AID009,2023-08-06 17:59:00,2023-08-07 00:59:00,2023-08-06 17:59:00,2023-08-07 00:59:00,0,On-Time
F000219,SKY116,AC006,AID009,AID006,2023-08-07 08:53:00,2023-08-07 20:53:00,2023-08-07 08:53:00,2023-08-07 20:53:00,0,On-Time
F000220,SKY155,AC001,AID013,AID007,2023-08-08 09:21:00,2023-08-08 16:21:00,2023-08-08 09:21:00,2023-08-08 16:21:00,0,On-Time
F000221,SKY104,AC007,AID001,AID006,2023-08-09 09:00:00,2023-08-09 22:00:00,2023-08-09 09:49:00,2023-08-09 22:49:00,49,Delayed
F000222,SKY107,AC019,AID001,AID011,2023-08-10 05:25:00,2023-08-10 09:25:00,2023-08-10 06:04:00,2023-08-10 10:04:00,39,Delayed
F000223,SKY145,AC011,AID011,AID005,2023-08-11 09:02:00,2023-08-11 12:02:00,2023-08-11 09:16:00,2023-08-11 12:16:00,14,Delayed
F000224,SKY110,AC014,AID002,AID012,2023-08-12 17:32:00,2023-08-12 20:32:00,2023-08-12 17:32:00,2023-08-12 20:32:00,0,On-Time
F000225,SKY129,AC002,AID006,AID013,2023-08-13 23:35:00,2023-08-14 03:35:00,2023-08-13 23:35:00,2023-08-14 03:35:00,0,On-Time
F000226,SKY124,AC012,AID004,AID007,2023-08-14 02:02:00,2023-08-14 06:02:00,2023-08-14 02:02:00,2023-08-14 06:02:00,0,On-Time
F000227,SKY142,AC004,AID008,AID011,2023-08-15 09:45:00,2023-08-15 13:45:00,2023-08-15 09:45:00,2023-08-15 13:45:00,0,On-Time
F000228,SKY101,AC002,AID001,AID009,2023-08-16 15:02:00,2023-08-17 03:02:00,2023-08-16 15:24:00,2023-08-17 03:24:00,22,Delayed
F000229,SKY123,AC008,AID004,AID006,2023-08-17 17:12:00,2023-08-17 21:12:00,2023-08-17 17:12:00,2023-08-17 21:12:00,0,On-Time
F000230,SKY159,AC006,AID015,AID013,2023-08-18 14:23:00,2023-08-18 19:23:00,2023-08-18 14:23:00,2023-08-18 19:23:00,0,On-Time
F000231,SKY147,AC019,AID014,AID001,2023-08-19 10:25:00,2023-08-19 14:25:00,2023-08-19 10:25:00,2023-08-19 14:25:00,0,On-Time
F000232,SKY156,AC003,AID013,AID015,2023-08-20 14:01:00,2023-08-20 21:01:00,2023-08-20 14:01:00,2023-08-20 21:01:00,0,On-Time
F000233,SKY140,AC006,AID008,AID001,2023-08-21 20:02:00,2023-08-22 00:02:00,2023-08-21 20:02:00,2023-08-22 00:02:00,0,On-Time
F000234,SKY153,AC004,AID013,AID004,2023-08-22 03:23:00,2023-08-22 07:23:00,2023-08-22 03:23:00,2023-08-22 07:23:00,0,On-Time
F000235,SKY157,AC007,AID015,AID003,2023-08-23 13:04:00,2023-08-23 20:04:00,2023-08-23 13:04:00,2023-08-23 20:04:00,0,On-Time
F000236,SKY143,AC012,AID008,AID014,2023-08-24 22:21:00,2023-08-25 02:21:00,2023-08-24 22:21:00,2023-08-25 02:21:00,0,On-Time
F000237,SKY149,AC006,AID014,AID008,2023-08-25 16:29:00,2023-08-25 19:29:00,2023-08-25 16:50:00,2023-08-25 19:50:00,21,Delayed
F000238,SKY153,AC019,AID013,AID004,2023-08-26 17:58:00,2023-08-27 01:58:00,2023-08-26 17:58:00,2023-08-27 01:58:00,0,On-Time
F000239,SKY126,AC017,AID004,AID015,2023-08-27 22:38:00,2023-08-28 05:38:00,2023-08-27 22:38:00,2023-08-28 05:38:00,0,On-Time
F000240,SKY111,AC003,AID002,AID008,2023-08-28 13:18:00,2023-08-28 23:18:00,2023-08-28 13:18:00,2023-08-28 23:18:00,0,On-Time
F000241,SKY156,AC011,AID013,AID015,2023-08-29 19:19:00,2023-08-30 03:19:00,2023-08-29 19:32:00,2023-08-30 03:32:00,13,Delayed
F000242,SKY109,AC010,AID002,AID009,2023-08-30 16:24:00,2023-08-31 00:24:00,2023-08-30 17:17:00,2023-08-31 01:17:00,53,Delayed
F000243,SKY146,AC010,AID011,AID014,2023-08-31 07:00:00,2023-08-31 11:00:00,2023-08-31 07:00:00,2023-08-31 11:00:00,0,On-Time
F000244,SKY122,AC016,AID003,AID004,2023-09-01 22:04:00,2023-09-02 05:04:00,2023-09-01 22:04:00,2023-09-02 05:04:00,0,On-Time
F000245,SKY101,AC013,AID001,AID009,2023-09-02 15:44:00,2023-09-03 02:44:00,2023-09-02 15:44:00,2023-09-03 02:44:00,0,On-Time
F000246,SKY110,AC009,AID002,AID012,2023-09-03 02:28:00,2023-09-03 04:28:00,2023-09-03 02:28:00,2023-09-03 04:28:00,0,On-Time
F000247,SKY148,AC019,AID014,AID005,2023-09-04 23:49:00,2023-09-05 02:49:00,2023-09-05 00:46:00,2023-09-05 03:46:00,57,Delayed
F000248,SKY103,AC015,AID001,AID004,2023-09-05 22:09:00,2023-09-06 07:09:00,2023-09-05 22:09:00,2023-09-06 07:09:00,0,On-Time
F000249,SKY107,AC014,AID001,AID011,2023-09-06 14:16:00,2023-09-06 16:16:00,2023-09-06 14:16:00,2023-09-06 16:16:00,0,On-Time
F000250,SKY140,AC014,AID008,AID001,2023-09-07 02:16:00,2023-09-07 04:16:00,2023-09-07 02:16:00,2023-09-07 04:16:00,0,On-Time
F000251,SKY159,AC006,AID015,AID013,2023-09-08 01:32:00,2023-09-08 05:32:00,2023-09-08 01:32:00,2023-09-08 05:32:00,0,On-Time
F000252,SKY135,AC006,AID005,AID001,2023-09-09 03:23:00,2023-09-09 11:23:00,2023-09-09 03:23:00,2023-09-09 11:23:00,0,On-Time
F000253,SKY116,AC018,AID009,AID006,2023-09-10 14:48:00,2023-09-11 02:48:00,2023-09-10 14:48:00,2023-09-11 02:48:00,0,On-Time
F000254,SKY145,AC015,AID011,AID005,2023-09-11 13:41:00,2023-09-11 16:41:00,2023-09-11 13:41:00,2023-09-11 16:41:00,0,On-Time
F000255,SKY100,AC005,AID001,AID002,2023-09-12 14:42:00,2023-09-12 22:42:00,2023-09-12 15:39:00,2023-09-12 23:39:00,57,Delayed
F000256,SKY100,AC001,AID001,AID002,2023-09-13 07:04:00,2023-09-13 21:04:00,2023-09-13 07:04:00,2023-09-13 21:04:00,0,On-Time
F000257,SKY105,AC004,AID001,AID005,2023-09-14 01:06:00,2023-09-14 07:06:00,2023-09-14 01:46:00,2023-09-14 07:46:00,40,Delayed
F000258,SKY102,AC012,AID001,AID003,2023-09-15 06:33:00,2023-09-15 18:33:00,2023-09-15 06:50:00,2023-09-15 18:50:00,17,Delayed
F000259,SKY114,AC019,AID009,AID002,2023-09-16 23:32:00,2023-09-17 05:32:00,2023-09-17 00:14:00,2023-09-17 06:14:00,42,Delayed
F000260,SKY116,AC014,AID009,AID006,2023-09-17 15:16:00,2023-09-18 04:16:00,2023-09-17 15:29:00,2023-09-18 04:29:00,13,Delayed
F000261,SKY146,AC017,AID011,AID014,2023-09-18 15:33:00,2023-09-18 17:33:00,2023-09-18 15:33:00,2023-09-18 17:33:00,0,On-Time
F000262,SKY119,AC017,AID003,AID015,2023-09-19 18:17:00,2023-09-19 22:17:00,2023-09-19 18:33:00,2023-09-19 22:33:00,16,Delayed
F000263,SKY126,AC008,AID004,AID015,2023-09-20 02:37:00,2023-09-20 06:37:00,2023-09-20 02:37:00,2023-09-20 06:37:00,0,On-Time
F000264,SKY125,AC006,AID004,AID013,2023-09-21 06:09:00,2023-09-21 11:09:00,2023-09-21 06:09:00,2023-09-21 11:09:00,0,On-Time
F000265,SKY123,AC013,AID004,AID006,2023-09-22 11:54:00,2023-09-22 15:54:00,2023-09-22 11:54:00,2023-09-22 15:54:00,0,On-Time
F000266,SKY109,AC002,AID002,AID009,2023-09-23 00:36:00,2023-09-23 07:36:00,2023-09-23 01:03:00,2023-09-23 08:03:00,27,Delayed
F000267,SKY109,AC001,AID002,AID009,2023-09-24 17:13:00,2023-09-24 23:13:00,2023-09-24 18:08:00,2023-09-25 00:08:00,55,Delayed
F000268,SKY139,AC012,AID005,AID014,2023-09-25 23:37:00,2023-09-26 01:37:00,2023-09-25 23:37:00,2023-09-26 01:37:00,0,On-Time
F000269,SKY107,AC016,AID001,AID011,2023-09-26 14:55:00,2023-09-26 17:55:00,2023-09-26 15:20:00,2023-09-26 18:20:00,25,Delayed
F000270,SKY112,AC005,AID002,AID005,2023-09-27 04:02:00,2023-09-27 18:02:00,2023-09-27 04:02:00,2023-09-27 18:02:00,0,On-Time
F000271,SKY108,AC009,AID002,AID001,2023-09-28 17:25:00,2023-09-29 02:25:00,2023-09-28 17:25:00,2023-09-29 02:25:00,0,On-Time
F000272,SKY127,AC018,AID004,AID003,2023-09-29 06:30:00,2023-09-29 13:30:00,2023-09-29 06:30:00,2023-09-29 13:30:00,0,On-Time
F000273,SKY119,AC010,AID003,AID015,2023-09-30 19:24:00,2023-10-01 03:24:00,2023-09-30 19:24:00,2023-10-01 03:24:00,0,On-Time
F000274,SKY133,AC010,AID007,AID006,2023-10-01 15:21:00,2023-10-02 03:21:00,2023-10-01 15:55:00,2023-10-02 03:55:00,34,Delayed
F000275,SKY110,AC008,AID002,AID012,2023-10-02 21:05:00,2023-10-02 23:05:00,2023-10-02 21:05:00,2023-10-02 23:05:00,0,On-Time
F000276,SKY134,AC018,AID007,AID013,2023-10-03 20:54:00,2023-10-04 04:54:00,2023-10-03 20:54:00,2023-10-04 04:54:00,0,On-Time
F000277,SKY101,AC008,AID001,AID009,2023-10-04 17:51:00,2023-10-05 05:51:00,2023-10-04 17:51:00,2023-10-05 05:51:00,0,On-Time
F000278,SKY137,AC008,AID005,AID003,2023-10-05 17:23:00,2023-10-05 22:23:00,2023-10-05 17:23:00,2023-10-05 22:23:00,0,On-Time
F000279,SKY110,AC016,AID002,AID012,2023-10-06 07:57:00,2023-10-06 09:57:00,2023-10-06 08:48:00,2023-10-06 10:48:00,51,Delayed
F000280,SKY102,AC018,AID001,AID003,2023-10-07 14:16:00,2023-10-08 01:16:00,2023-10-07 15:09:00,2023-10-08 02:09:00,53,Delayed
F000281,SKY118,AC012,AID003,AID001,2023-10-08 17:14:00,2023-10-09 02:14:00,2023-10-08 17:14:00,2023-10-09 02:14:00,0,On-Time
F000282,SKY143,AC002,AID008,AID014,2023-10-09 02:18:00,2023-10-09 05:18:00,2023-10-09 02:18:00,2023-10-09 05:18:00,0,On-Time
F000283,SKY115,AC009,AID009,AID012,2023-10-10 04:10:00,2023-10-10 09:10:00,2023-10-10 04:10:00,2023-10-10 09:10:00,0,On-Time
F000284,SKY160,AC002,AID010,AID003,2023-10-11 07:59:00,2023-10-11 09:59:00,2023-10-11 07:59:00,2023-10-11 09:59:00,0,On-Time
F000285,SKY123,AC017,AID004,AID006,2023-10-12 02:50:00,2023-10-12 09:50:00,2023-10-12 02:50:00,2023-10-12 09:50:00,0,On-Time
F000286,SKY121,AC001,AID003,AID006,2023-10-13 17:16:00,2023-10-14 04:16:00,2023-10-13 17:16:00,2023-10-14 04:16:00,0,On-Time
F000287,SKY156,AC009,AID013,AID015,2023-10-14 14:14:00,2023-10-14 19:14:00,2023-10-14 14:14:00,2023-10-14 19:14:00,0,On-Time
F000288,SKY103,AC010,AID001,AID004,2023-10-15 17:37:00,2023-10-16 04:37:00,2023-10-15 18:13:00,2023-10-16 05:13:00,36,Delayed
F000289,SKY114,AC002,AID009,AID002,2023-10-16 15:24:00,2023-10-16 20:24:00,2023-10-16 15:24:00,2023-10-16 20:24:00,0,On-Time
F000290,SKY120,AC007,AID003,AID010,2023-10-17 17:52:00,2023-10-17 20:52:00,2023-10-17 17:52:00,2023-10-17 20:52:00,0,On-Time
F000291,SKY125,AC001,AID004,AID013,2023-10-18 02:58:00,2023-10-18 08:58:00,2023-10-18 02:58:00,2023-10-18 08:58:00,0,On-Time
F000292,SKY149,AC014,AID014,AID008,2023-10-19 16:55:00,2023-10-19 19:55:00,2023-10-19 16:55:00,2023-10-19 19:55:00,0,On-Time
F000293,SKY103,AC018,AID001,AID004,2023-10-20 09:40:00,2023-10-20 17:40:00,2023-10-20 09:40:00,2023-10-20 17:40:00,0,On-Time
F000294,SKY155,AC004,AID013,AID007,2023-10-21 01:58:00,2023-10-21 05:58:00,2023-10-21 01:58:00,2023-10-21 05:58:00,0,On-Time
F000295,SKY111,AC005,AID002,AID008,2023-10-22 04:12:00,2023-10-22 14:12:00,2023-10-22 04:38:00,2023-10-22 14:38:00,26,Delayed
F000296,SKY104,AC013,AID001,AID006,2023-10-23 06:33:00,2023-10-23 14:33:00,2023-10-23 06:33:00,2023-10-23 14:33:00,0,On-Time
F000297,SKY113,AC007,AID002,AID003,2023-10-24 02:54:00,2023-10-24 12:54:00,2023-10-24 02:54:00,2023-10-24 12:54:00,0,On-Time
F000298,SKY117,AC003,AID009,AID007,2023-10-25 01:32:00,2023-10-25 14:32:00,2023-10-25 01:32:00,2023-10-25 14:32:00,0,On-Time
F000299,SKY158,AC014,AID015,AID004,2023-10-26 14:17:00,2023-10-26 21:17:00,2023-10-26 14:17:00,2023-10-26 21:17:00,0,On-Time
F000300,SKY105,AC015,AID001,AID005,2023-10-27 22:29:00,2023-10-28 03:29:00,2023-10-27 22:29:00,2023-10-28 03:29:00,0,On-Time
F000301,SKY108,AC012,AID002,AID001,2023-10-28 11:16:00,2023-10-28 19:16:00,2023-10-28 11:16:00,2023-10-28 19:16:00,0,On-Time
F000302,SKY120,AC001,AID003,AID010,2023-10-29 11:22:00,2023-10-29 14:22:00,2023-10-29 11:59:00,2023-10-29 14:59:00,37,Delayed
F000303,SKY114,AC008,AID009,AID002,2023-10-30 23:40:00,2023-10-31 04:40:00,2023-10-30 23:40:00,2023-10-31 04:40:00,0,On-Time
F000304,SKY134,AC018,AID007,AID013,2023-10-31 08:04:00,2023-10-31 14:04:00,2023-10-31 08:51:00,2023-10-31 14:51:00,47,Delayed
F000305,SKY141,AC017,AID008,AID002,2023-11-01 23:23:00,2023-11-02 11:23:00,2023-11-01 23:23:00,2023-11-02 11:23:00,0,On-Time
F000306,SKY129,AC010,AID006,AID013,2023-11-02 17:24:00,2023-11-02 19:24:00,2023-11-02 18:07:00,2023-11-02 20:07:00,43,Delayed
F000307,SKY140,AC005,AID008,AID001,2023-11-03 08:33:00,2023-11-03 12:33:00,2023-11-03 08:33:00,2023-11-03 12:33:00,0,On-Time
F000308,SKY106,AC004,AID001,AID008,2023-11-04 21:54:00,2023-11-05 01:54:00,2023-11-04 21:54:00,2023-11-05 01:54:00,0,On-Time
F000309,SKY112,AC008,AID002,AID005,2023-11-05 21:20:00,2023-11-06 06:20:00,2023-11-05 21:53:00,2023-11-06 06:53:00,33,Delayed
F000310,SKY106,AC013,AID001,AID008,2023-11-06 22:40:00,2023-11-07 02:40:00,2023-11-06 22:40:00,2023-11-07 02:40:00,0,On-Time
F000311,SKY111,AC017,AID002,AID008,2023-11-07 09:23:00,2023-11-07 17:23:00,2023-11-07 09:45:00,2023-11-07 17:45:00,22,Delayed
F000312,SKY138,AC010,AID005,AID011,2023-11-08 01:26:00,2023-11-08 05:26:00,2023-11-08 01:26:00,2023-11-08 05:26:00,0,On-Time
F000313,SKY160,AC011,AID010,AID003,2023-11-09 16:47:00,2023-11-09 20:47:00,2023-11-09 16:47:00,2023-11-09 20:47:00,0,On-Time
F000314,SKY107,AC005,AID001,AID011,2023-11-10 14:54:00,2023-11-10 17:54:00,2023-11-10 15:04:00,2023-11-10 18:04:00,10,Delayed
F000315,SKY156,AC012,AID013,AID015,2023-11-11 20:53:00,2023-11-12 00:53:00,2023-11-11 20:53:00,2023-11-12 00:53:00,0,On-Time
F000316,SKY123,AC008,AID004,AID006,2023-11-12 23:46:00,2023-11-13 04:46:00,2023-11-13 00:35:00,2023-11-13 05:35:00,49,Delayed
F000317,SKY148,AC015,AID014,AID005,2023-11-13 22:01:00,2023-11-14 01:01:00,2023-11-13 22:01:00,2023-11-14 01:01:00,0,On-Time
F000318,SKY110,AC007,AID002,AID012,2023-11-14 15:40:00,2023-11-14 19:40:00,2023-11-14 15:40:00,2023-11-14 19:40:00,0,On-Time
F000319,SKY128,AC009,AID006,AID004,2023-11-15 00:10:00,2023-11-15 06:10:00,2023-11-15 00:10:00,2023-11-15 06:10:00,0,On-Time
F000320,SKY139,AC014,AID005,AID014,2023-11-16 00:54:00,2023-11-16 02:54:00,2023-11-16 00:54:00,2023-11-16 02:54:00,0,On-Time
F000321,SKY107,AC012,AID001,AID011,2023-11-17 23:54:00,2023-11-18 02:54:00,2023-11-17 23:54:00,2023-11-18 02:54:00,0,On-Time
F000322,SKY110,AC014,AID002,AID012,2023-11-18 12:02:00,2023-11-18 15:02:00,2023-11-18 12:22:00,2023-11-18 15:22:00,20,Delayed
F000323,SKY121,AC015,AID003,AID006,2023-11-19 05:44:00,2023-11-19 18:44:00,2023-11-19 05:44:00,2023-11-19 18:44:00,0,On-Time
F000324,SKY111,AC018,AID002,AID008,2023-11-20 02:57:00,2023-11-20 14:57:00,2023-11-20 03:25:00,2023-11-20 15:25:00,28,Delayed
F000325,SKY124,AC005,AID004,AID007,2023-11-21 11:36:00,2023-11-21 19:36:00,2023-11-21 12:30:00,2023-11-21 20:30:00,54,Delayed
F000326,SKY100,AC003,AID001,AID002,2023-11-22 13:57:00,2023-11-23 03:57:00,2023-11-22 14:57:00,2023-11-23 04:57:00,60,Delayed
F000327,SKY150,AC012,AID012,AID002,2023-11-23 22:52:00,2023-11-24 01:52:00,2023-11-23 22:52:00,2023-11-24 01:52:00,0,On-Time
F000328,SKY155,AC018,AID013,AID007,2023-11-24 01:28:00,2023-11-24 08:28:00,2023-11-24 01:57:00,2023-11-24 08:57:00,29,Delayed
F000329,SKY110,AC002,AID002,AID012,2023-11-25 03:47:00,2023-11-25 05:47:00,2023-11-25 03:47:00,2023-11-25 05:47:00,0,On-Time
F000330,SKY116,AC019,AID009,AID006,2023-11-26 22:31:00,2023-11-27 11:31:00,2023-11-26 23:27:00,2023-11-27 12:27:00,56,Delayed
F000331,SKY122,AC017,AID003,AID004,2023-11-27 03:09:00,2023-11-27 08:09:00,2023-11-27 03:09:00,2023-11-27 08:09:00,0,On-Time
F000332,SKY101,AC004,AID001,AID009,2023-11-28 14:31:00,2023-11-29 04:31:00,2023-11-28 14:31:00,2023-11-29 04:31:00,0,On-Time
F000333,SKY124,AC004,AID004,AID007,2023-11-29 23:47:00,2023-11-30 05:47:00,2023-11-29 23:47:00,2023-11-30 05:47:00,0,On-Time
F000334,SKY144,AC005,AID011,AID001,2023-11-30 10:28:00,2023-11-30 14:28:00,2023-11-30 10:43:00,2023-11-30 14:43:00,15,Delayed
F000335,SKY117,AC015,AID009,AID007,2023-12-01 03:07:00,2023-12-01 16:07:00,2023-12-01 03:07:00,2023-12-01 16:07:00,0,On-Time
F000336,SKY108,AC001,AID002,AID001,2023-12-02 22:24:00,2023-12-03 12:24:00,2023-12-02 22:24:00,2023-12-03 12:24:00,0,On-Time
F000337,SKY154,AC001,AID013,AID006,2023-12-03 05:57:00,2023-12-03 09:57:00,2023-12-03 06:41:00,2023-12-03 10:41:00,44,Delayed
F000338,SKY138,AC011,AID005,AID011,2023-12-04 23:06:00,2023-12-05 03:06:00,2023-12-04 23:06:00,2023-12-05 03:06:00,0,On-Time
F000339,SKY105,AC016,AID001,AID005,2023-12-05 20:10:00,2023-12-06 04:10:00,2023-12-05 20:10:00,2023-12-06 04:10:00,0,On-Time
F000340,SKY129,AC003,AID006,AID013,2023-12-06 15:51:00,2023-12-06 18:51:00,2023-12-06 15:51:00,2023-12-06 18:51:00,0,On-Time
F000341,SKY153,AC003,AID013,AID004,2023-12-07 15:37:00,2023-12-07 23:37:00,2023-12-07 15:37:00,2023-12-07 23:37:00,0,On-Time
F000342,SKY108,AC018,AID002,AID001,2023-12-08 12:42:00,2023-12-08 21:42:00,2023-12-08 12:58:00,2023-12-08 21:58:00,16,Delayed
F000343,SKY151,AC002,AID012,AID009,2023-12-09 19:15:00,2023-12-10 00:15:00,2023-12-09 19:15:00,2023-12-10 00:15:00,0,On-Time
F000344,SKY113,AC017,AID002,AID003,2023-12-10 08:24:00,2023-12-10 19:24:00,2023-12-10 08:24:00,2023-12-10 19:24:00,0,On-Time
F000345,SKY106,AC010,AID001,AID008,2023-12-11 16:35:00,2023-12-11 18:35:00,2023-12-11 16:45:00,2023-12-11 18:45:00,10,Delayed
F000346,SKY153,AC004,AID013,AID004,2023-12-12 15:07:00,2023-12-12 21:07:00,2023-12-12 15:07:00,2023-12-12 21:07:00,0,On-Time
F000347,SKY113,AC008,AID002,AID003,2023-12-13 07:02:00,2023-12-13 20:02:00,2023-12-13 07:15:00,2023-12-13 20:15:00,13,Delayed
