flight_id,crew_id,assignment_role
F000206,C048,Cabin Crew
F000206,C063,Cabin Crew
F000206,C035,Cabin Crew
F000207,C004,Captain
F000207,C067,First Officer
F000207,C069,Cabin Crew
F000207,C009,Cabin Crew
F000207,C064,Cabin Crew
F000208,C049,Captain
F000208,C015,First Officer
F000208,C062,Cabin Crew
F000208,C056,Cabin Crew
F000208,C045,Cabin Crew
F000209,C038,Captain
F000209,C074,First Officer
F000209,C056,Cabin Crew
F000209,C063,Cabin Crew
F000209,C045,Cabin Crew
F000210,C011,Captain
F000210,C033,First Officer
F000210,C017,Cabin Crew
F000210,C057,Cabin Crew
F000210,C068,Cabin Crew
F000211,C049,Captain
F000211,C058,First Officer
F000211,C064,Cabin Crew
F000211,C017,Cabin Crew
F000211,C031,Cabin Crew
F000212,C055,Captain
F000212,C015,First Officer
F000212,C059,Cabin Crew
F000212,C031,Cabin Crew
F000212,C043,Cabin Crew
F000213,C051,Captain
F000213,C039,First Officer
F000213,C080,Cabin Crew
F000213,C066,Cabin Crew
F000213,C037,Cabin Crew
F000214,C002,Captain
F000214,C022,First Officer
F000214,C078,Cabin Crew
F000214,C071,Cabin Crew
F000214,C034,Cabin Crew
F000215,C030,Captain
F000215,C076,First Officer
F000215,C036,Cabin Crew
F000215,C056,Cabin Crew
F000215,C041,Cabin Crew
F000216,C051,Captain
F000216,C023,First Officer
F000216,C050,Cabin Crew
F000216,C032,Cabin Crew
F000216,C053,Cabin Crew
F000217,C016,Captain
F000217,C070,First Officer
F000217,C069,Cabin Crew
F000217,C047,Cabin Crew
F000217,C010,Cabin Crew
F000218,C014,Captain
F000218,C042,First Officer
F000218,C027,Cabin Crew
F000218,C003,Cabin Crew
F000218,C032,Cabin Crew
F000219,C072,Captain
F000219,C075,First Officer
F000219,C078,Cabin Crew
F000219,C032,Cabin Crew
F000219,C009,Cabin Crew
F000220,C004,Captain
F000220,C013,First Officer
F000220,C005,Cabin Crew
F000220,C010,Cabin Crew
F000220,C062,Cabin Crew
F000221,C030,Captain
F000221,C022,First Officer
F000221,C003,Cabin Crew
F000221,C019,Cabin Crew
F000221,C059,Cabin Crew
F000222,C011,Captain
F000222,C067,First Officer
F000222,C064,Cabin Crew
F000222,C047,Cabin Crew
F000222,C043,Cabin Crew
F000223,C007,Captain
F000223,C013,First Officer
F000223,C043,Cabin Crew
F000223,C050,Cabin Crew
F000223,C036,Cabin Crew
F000224,C018,Captain
F000224,C044,First Officer
F000224,C059,Cabin Crew
F000224,C036,Cabin Crew
F000224,C057,Cabin Crew
F000225,C055,Captain
F000225,C042,First Officer
F000225,C032,Cabin Crew
F000225,C056,Cabin Crew
F000225,C048,Cabin Crew
F000226,C018,Captain
F000226,C076,First Officer
F000226,C041,Cabin Crew
F000226,C062,Cabin Crew
F000226,C010,Cabin Crew
F000227,C007,Captain
F000227,C067,First Officer
F000227,C009,Cabin Crew
F000227,C003,Cabin Crew
F000227,C056,Cabin Crew
F000228,C055,Captain
F000228,C039,First Officer
F000228,C027,Cabin Crew
F000228,C021,Cabin Crew
F000228,C079,Cabin Crew
F000229,C020,Captain
F000229,C070,First Officer
F000229,C027,Cabin Crew
F000229,C056,Cabin Crew
F000229,C009,Cabin Crew
F000230,C018,Captain
F000230,C029,First Officer
F000230,C009,Cabin Crew
F000230,C001,Cabin Crew
F000230,C045,Cabin Crew
F000231,C061,Captain
F000231,C013,First Officer
F000231,C028,Cabin Crew
F000231,C041,Cabin Crew
F000231,C035,Cabin Crew
F000232,C026,Captain
F000232,C074,First Officer
F000232,C050,Cabin Crew
F000232,C078,Cabin Crew
F000232,C010,Cabin Crew
F000233,C030,Captain
F000233,C039,First Officer
F000233,C028,Cabin Crew
F000233,C027,Cabin Crew
F000233,C005,Cabin Crew
F000234,C055,Captain
F000234,C060,First Officer
F000234,C034,Cabin Crew
F000234,C037,Cabin Crew
F000234,C028,Cabin Crew
F000235,C018,Captain
F000235,C076,First Officer
F000235,C078,Cabin Crew
F000235,C001,Cabin Crew
F000235,C045,Cabin Crew
F000236,C026,Captain
F000236,C067,First Officer
F000236,C078,Cabin Crew
F000236,C009,Cabin Crew
F000236,C032,Cabin Crew
F000237,C020,Captain
F000237,C013,First Officer
F000237,C031,Cabin Crew
F000237,C032,Cabin Crew
F000237,C080,Cabin Crew
F000238,C008,Captain
F000238,C076,First Officer
F000238,C078,Cabin Crew
F000238,C028,Cabin Crew
F000238,C057,Cabin Crew
F000239,C011,Captain
F000239,C060,First Officer
F000239,C047,Cabin Crew
F000239,C043,Cabin Crew
F000239,C005,Cabin Crew
F000240,C049,Captain
F000240,C015,First Officer
F000240,C048,Cabin Crew
F000240,C009,Cabin Crew
F000240,C028,Cabin Crew
F000241,C040,Captain
F000241,C074,First Officer
F000241,C068,Cabin Crew
F000241,C053,Cabin Crew
F000241,C021,Cabin Crew
F000242,C046,Captain
F000242,C015,First Officer
F000242,C073,Cabin Crew
F000242,C032,Cabin Crew
F000242,C056,Cabin Crew
F000243,C030,Captain
F000243,C022,First Officer
F000243,C005,Cabin Crew
F000243,C017,Cabin Crew
F000243,C019,Cabin Crew
F000244,C008,Captain
F000244,C042,First Officer
F000244,C010,Cabin Crew
F000244,C003,Cabin Crew
F000244,C006,Cabin Crew
F000245,C049,Captain
F000245,C015,First Officer
F000245,C068,Cabin Crew
F000245,C003,Cabin Crew
F000245,C032,Cabin Crew
F000246,C030,Captain
F000246,C033,First Officer
F000246,C071,Cabin Crew
F000246,C032,Cabin Crew
F000246,C010,Cabin Crew
F000247,C046,Captain
F000247,C025,First Officer
F000247,C064,Cabin Crew
F000247,C053,Cabin Crew
F000247,C021,Cabin Crew
F000248,C046,Captain
F000248,C075,First Officer
F000248,C047,Cabin Crew
F000248,C057,Cabin Crew
F000248,C019,Cabin Crew
F000249,C026,Captain
F000249,C029,First Officer
F000249,C010,Cabin Crew
F000249,C064,Cabin Crew
F000249,C003,Cabin Crew
F000250,C049,Captain
F000250,C025,First Officer
F000250,C005,Cabin Crew
F000250,C064,Cabin Crew
F000250,C047,Cabin Crew
F000251,C008,Captain
F000251,C023,First Officer
F000251,C053,Cabin Crew
F000251,C003,Cabin Crew
F000251,C034,Cabin Crew
F000252,C040,Captain
F000252,C022,First Officer
F000252,C057,Cabin Crew
F000252,C037,Cabin Crew
F000252,C078,Cabin Crew
F000253,C030,Captain
F000253,C044,First Officer
F000253,C071,Cabin Crew
F000253,C017,Cabin Crew
F000253,C028,Cabin Crew
F000254,C051,Captain
F000254,C060,First Officer
F000254,C047,Cabin Crew
F000254,C001,Cabin Crew
F000254,C031,Cabin Crew
F000255,C061,Captain
F000255,C074,First Officer
F000255,C079,Cabin Crew
F000255,C077,Cabin Crew
F000255,C071,Cabin Crew
F000256,C040,Captain
F000256,C070,First Officer
F000256,C079,Cabin Crew
F000256,C062,Cabin Crew
F000256,C066,Cabin Crew
F000257,C012,Captain
F000257,C022,First Officer
F000257,C062,Cabin Crew
F000257,C043,Cabin Crew
F000257,C009,Cabin Crew
F000258,C026,Captain
F000258,C076,First Officer
F000258,C045,Cabin Crew
F000258,C078,Cabin Crew
F000258,C003,Cabin Crew
F000259,C008,Captain
F000259,C015,First Officer
F000259,C027,Cabin Crew
F000259,C045,Cabin Crew
F000259,C068,Cabin Crew
F000260,C038,Captain
F000260,C075,First Officer
F000260,C032,Cabin Crew
F000260,C043,Cabin Crew
F000260,C036,Cabin Crew
F000261,C002,Captain
F000261,C075,First Officer
F000261,C034,Cabin Crew
F000261,C050,Cabin Crew
F000261,C065,Cabin Crew
F000262,C007,Captain
F000262,C060,First Officer
F000262,C069,Cabin Crew
F000262,C032,Cabin Crew
F000262,C003,Cabin Crew
F000263,C038,Captain
F000263,C067,First Officer
F000263,C056,Cabin Crew
F000263,C068,Cabin Crew
F000263,C037,Cabin Crew
F000264,C012,Captain
F000264,C039,First Officer
F000264,C009,Cabin Crew
F000264,C063,Cabin Crew
F000264,C035,Cabin Crew
F000265,C061,Captain
F000265,C058,First Officer
F000265,C032,Cabin Crew
F000265,C006,Cabin Crew
F000265,C064,Cabin Crew
F000266,C011,Captain
F000266,C024,First Officer
F000266,C053,Cabin Crew
F000266,C047,Cabin Crew
F000266,C019,Cabin Crew
F000267,C040,Captain
F000267,C060,First Officer
F000267,C037,Cabin Crew
F000267,C035,Cabin Crew
F000267,C059,Cabin Crew
F000268,C007,Captain
F000268,C039,First Officer
F000268,C021,Cabin Crew
F000268,C032,Cabin Crew
F000268,C080,Cabin Crew
F000269,C012,Captain
F000269,C015,First Officer
F000269,C068,Cabin Crew
F000269,C005,Cabin Crew
F000269,C035,Cabin Crew
F000270,C055,Captain
F000270,C025,First Officer
F000270,C019,Cabin Crew
F000270,C053,Cabin Crew
F000270,C080,Cabin Crew
F000271,C026,Captain
F000271,C070,First Officer
F000271,C037,Cabin Crew
F000271,C071,Cabin Crew
F000271,C064,Cabin Crew
F000272,C055,Captain
F000272,C029,First Officer
F000272,C064,Cabin Crew
F000272,C059,Cabin Crew
F000272,C056,Cabin Crew
F000273,C016,Captain
F000273,C013,First Officer
F000273,C021,Cabin Crew
F000273,C063,Cabin Crew
F000273,C006,Cabin Crew
F000274,C004,Captain
F000274,C013,First Officer
F000274,C001,Cabin Crew
F000274,C036,Cabin Crew
F000274,C009,Cabin Crew
F000275,C040,Captain
F000275,C022,First Officer
F000275,C017,Cabin Crew
F000275,C006,Cabin Crew
F000275,C047,Cabin Crew
F000276,C002,Captain
F000276,C052,First Officer
F000276,C065,Cabin Crew
F000276,C005,Cabin Crew
F000276,C050,Cabin Crew
F000277,C014,Captain
F000277,C070,First Officer
F000277,C080,Cabin Crew
F000277,C027,Cabin Crew
F000277,C048,Cabin Crew
F000278,C008,Captain
F000278,C033,First Officer
F000278,C078,Cabin Crew
F000278,C068,Cabin Crew
F000278,C037,Cabin Crew
F000279,C011,Captain
F000279,C015,First Officer
F000279,C068,Cabin Crew
F000279,C037,Cabin Crew
F000279,C062,Cabin Crew
F000280,C049,Captain
F000280,C039,First Officer
F000280,C003,Cabin Crew
F000280,C056,Cabin Crew
F000280,C006,Cabin Crew
F000281,C051,Captain
F000281,C067,First Officer
F000281,C069,Cabin Crew
F000281,C034,Cabin Crew
F000281,C043,Cabin Crew
F000282,C014,Captain
F000282,C042,First Officer
F000282,C069,Cabin Crew
F000282,C078,Cabin Crew
F000282,C041,Cabin Crew
F000283,C008,Captain
F000283,C024,First Officer
F000283,C003,Cabin Crew
F000283,C017,Cabin Crew
F000283,C059,Cabin Crew
F000284,C016,Captain
F000284,C022,First Officer
F000284,C078,Cabin Crew
F000284,C003,Cabin Crew
F000284,C057,Cabin Crew
F000285,C012,Captain
F000285,C029,First Officer
F000285,C027,Cabin Crew
F000285,C053,Cabin Crew
F000285,C057,Cabin Crew
F000286,C030,Captain
F000286,C013,First Officer
F000286,C053,Cabin Crew
F000286,C027,Cabin Crew
F000286,C005,Cabin Crew
F000287,C002,Captain
F000287,C075,First Officer
F000287,C066,Cabin Crew
F000287,C027,Cabin Crew
F000287,C041,Cabin Crew
F000288,C011,Captain
F000288,C013,First Officer
F000288,C071,Cabin Crew
F000288,C034,Cabin Crew
F000288,C047,Cabin Crew
F000289,C011,Captain
F000289,C076,First Officer
F000289,C050,Cabin Crew
F000289,C078,Cabin Crew
F000289,C032,Cabin Crew
F000290,C038,Captain
F000290,C023,First Officer
F000290,C079,Cabin Crew
F000290,C065,Cabin Crew
F000290,C063,Cabin Crew
F000291,C030,Captain
F000291,C023,First Officer
F000291,C077,Cabin Crew
F000291,C036,Cabin Crew
F000291,C032,Cabin Crew
F000292,C011,Captain
F000292,C024,First Officer
F000292,C005,Cabin Crew
F000292,C009,Cabin Crew
F000292,C021,Cabin Crew
F000293,C018,Captain
F000293,C074,First Officer
F000293,C057,Cabin Crew
F000293,C036,Cabin Crew
F000293,C077,Cabin Crew
F000294,C049,Captain
F000294,C058,First Officer
F000294,C071,Cabin Crew
F000294,C034,Cabin Crew
F000294,C065,Cabin Crew
F000295,C046,Captain
F000295,C070,First Officer
F000295,C045,Cabin Crew
F000295,C043,Cabin Crew
F000295,C080,Cabin Crew
F000296,C038,Captain
F000296,C076,First Officer
F000296,C035,Cabin Crew
F000296,C034,Cabin Crew
F000296,C069,Cabin Crew
F000297,C072,Captain
F000297,C042,First Officer
F000297,C065,Cabin Crew
F000297,C048,Cabin Crew
F000297,C073,Cabin Crew
F000298,C011,Captain
F000298,C054,First Officer
F000298,C028,Cabin Crew
F000298,C035,Cabin Crew
F000298,C010,Cabin Crew
F000299,C011,Captain
F000299,C015,First Officer
F000299,C071,Cabin Crew
F000299,C073,Cabin Crew
F000299,C006,Cabin Crew
F000300,C002,Captain
F000300,C033,First Officer
F000300,C071,Cabin Crew
F000300,C080,Cabin Crew
F000300,C021,Cabin Crew
F000301,C061,Captain
F000301,C033,First Officer
F000301,C071,Cabin Crew
F000301,C053,Cabin Crew
F000301,C032,Cabin Crew
F000302,C026,Captain
F000302,C025,First Officer
F000302,C028,Cabin Crew
F000302,C080,Cabin Crew
F000302,C065,Cabin Crew
F000303,C016,Captain
F000303,C023,First Officer
F000303,C032,Cabin Crew
F000303,C005,Cabin Crew
F000303,C073,Cabin Crew
F000304,C046,Captain
F000304,C039,First Officer
F000304,C066,Cabin Crew
F000304,C009,Cabin Crew
F000304,C021,Cabin Crew
F000305,C020,Captain
F000305,C052,First Officer
F000305,C073,Cabin Crew
F000305,C035,Cabin Crew
F000305,C031,Cabin Crew
F000306,C026,Captain
F000306,C015,First Officer
F000306,C009,Cabin Crew
F000306,C043,Cabin Crew
F000306,C073,Cabin Crew
F000307,C016,Captain
F000307,C039,First Officer
F000307,C021,Cabin Crew
F000307,C028,Cabin Crew
F000307,C036,Cabin Crew
F000308,C061,Captain
F000308,C029,First Officer
F000308,C005,Cabin Crew
F000308,C035,Cabin Crew
F000308,C021,Cabin Crew
F000309,C004,Captain
F000309,C052,First Officer
F000309,C068,Cabin Crew
F000309,C009,Cabin Crew
F000309,C066,Cabin Crew
F000310,C030,Captain
F000310,C013,First Officer
F000310,C048,Cabin Crew
F000310,C001,Cabin Crew
F000310,C073,Cabin Crew
F000311,C018,Captain
F000311,C067,First Officer
F000311,C035,Cabin Crew
F000311,C037,Cabin Crew
F000311,C064,Cabin Crew
F000312,C016,Captain
F000312,C029,First Officer
F000312,C068,Cabin Crew
F000312,C006,Cabin Crew
F000312,C045,Cabin Crew
F000313,C055,Captain
F000313,C075,First Officer
F000313,C062,Cabin Crew
F000313,C021,Cabin Crew
F000313,C059,Cabin Crew
F000314,C016,Captain
F000314,C015,First Officer
F000314,C066,Cabin Crew
F000314,C056,Cabin Crew
F000314,C027,Cabin Crew
F000315,C016,Captain
F000315,C054,First Officer
F000315,C047,Cabin Crew
F000315,C032,Cabin Crew
F000315,C073,Cabin Crew
F000316,C020,Captain
F000316,C060,First Officer
F000316,C057,Cabin Crew
F000316,C001,Cabin Crew
F000316,C010,Cabin Crew
F000317,C030,Captain
F000317,C076,First Officer
F000317,C059,Cabin Crew
F000317,C068,Cabin Crew
F000317,C066,Cabin Crew
F000318,C004,Captain
F000318,C074,First Officer
F000318,C043,Cabin Crew
F000318,C005,Cabin Crew
F000318,C077,Cabin Crew
F000319,C007,Captain
F000319,C023,First Officer
F000319,C006,Cabin Crew
F000319,C001,Cabin Crew
F000319,C043,Cabin Crew
F000320,C012,Captain
F000320,C024,First Officer
F000320,C027,Cabin Crew
F000320,C032,Cabin Crew
F000320,C053,Cabin Crew
F000321,C002,Captain
F000321,C074,First Officer
F000321,C037,Cabin Crew
F000321,C009,Cabin Crew
F000321,C057,Cabin Crew
F000322,C014,Captain
F000322,C070,First Officer
F000322,C017,Cabin Crew
F000322,C073,Cabin Crew
F000322,C034,Cabin Crew
F000323,C014,Captain
F000323,C022,First Officer
F000323,C045,Cabin Crew
F000323,C009,Cabin Crew
F000323,C041,Cabin Crew
F000324,C007,Captain
F000324,C015,First Officer
F000324,C068,Cabin Crew
F000324,C073,Cabin Crew
F000324,C059,Cabin Crew
F000325,C046,Captain
F000325,C039,First Officer
F000325,C064,Cabin Crew
F000325,C056,Cabin Crew
F000325,C006,Cabin Crew
F000326,C007,Captain
F000326,C060,First Officer
F000326,C064,Cabin Crew
F000326,C031,Cabin Crew
F000326,C032,Cabin Crew
F000327,C011,Captain
F000327,C052,First Officer
F000327,C050,Cabin Crew
F000327,C037,Cabin Crew
F000327,C006,Cabin Crew
F000328,C072,Captain
F000328,C024,First Officer
F000328,C047,Cabin Crew
F000328,C080,Cabin Crew
F000328,C003,Cabin Crew
F000329,C030,Captain
F000329,C052,First Officer
F000329,C053,Cabin Crew
F000329,C031,Cabin Crew
F000329,C062,Cabin Crew
F000330,C016,Captain
F000330,C033,First Officer
F000330,C034,Cabin Crew
F000330,C071,Cabin Crew
F000330,C041,Cabin Crew
F000331,C007,Captain
F000331,C042,First Officer
F000331,C003,Cabin Crew
F000331,C078,Cabin Crew
F000331,C069,Cabin Crew
F000332,C030,Captain
F000332,C074,First Officer
F000332,C064,Cabin Crew
F000332,C043,Cabin Crew
F000332,C071,Cabin Crew
F000333,C038,Captain
F000333,C025,First Officer
F000333,C019,Cabin Crew
F000333,C069,Cabin Crew
F000333,C021,Cabin Crew
F000334,C018,Captain
F000334,C070,First Officer
F000334,C079,Cabin Crew
F000334,C036,Cabin Crew
F000334,C028,Cabin Crew
F000335,C008,Captain
F000335,C023,First Officer
F000335,C045,Cabin Crew
F000335,C032,Cabin Crew
F000335,C035,Cabin Crew
F000336,C026,Captain
F000336,C025,First Officer
F000336,C019,Cabin Crew
F000336,C068,Cabin Crew
F000336,C053,Cabin Crew
F000337,C008,Captain
F000337,C054,First Officer
F000337,C080,Cabin Crew
F000337,C056,Cabin Crew
F000337,C031,Cabin Crew
F000338,C051,Captain
F000338,C042,First Officer
F000338,C053,Cabin Crew
F000338,C003,Cabin Crew
F000338,C010,Cabin Crew
F000339,C014,Captain
F000339,C076,First Officer
F000339,C045,Cabin Crew
F000339,C005,Cabin Crew
F000339,C059,Cabin Crew
F000340,C055,Captain
F000340,C067,First Officer
F000340,C048,Cabin Crew
F000340,C068,Cabin Crew
F000340,C069,Cabin Crew
F000341,C008,Captain
F000341,C076,First Officer
F000341,C021,Cabin Crew
F000341,C064,Cabin Crew
F000341,C066,Cabin Crew
F000342,C002,Captain
F000342,C013,First Officer
F000342,C050,Cabin Crew
F000342,C009,Cabin Crew
F000342,C001,Cabin Crew
F000343,C030,Captain
F000343,C033,First Officer
F000343,C027,Cabin Crew
F000343,C017,Cabin Crew
F000343,C041,Cabin Crew
F000344,C072,Captain
F000344,C060,First Officer
F000344,C003,Cabin Crew
F000344,C066,Cabin Crew
F000344,C017,Cabin Crew
F000345,C012,Captain
F000345,C029,First Officer
F000345,C066,Cabin Crew
F000345,C071,Cabin Crew
F000345,C063,Cabin Crew
F000346,C018,Captain
F000346,C013,First Officer
F000346,C028,Cabin Crew
F000346,C043,Cabin Crew
F000346,C062,Cabin Crew
F000347,C072,Captain
F000347,C058,First Officer
F000347,C003,Cabin Crew
F000347,C035,Cabin Crew
F000347,C019,Cabin Crew
F000348,C030,Captain
F000348,C054,First Officer
F000348,C045,Cabin Crew
F000348,C028,Cabin Crew
F000348,C059,Cabin Crew
F000349,C038,Captain
F000349,C015,First Officer
F000349,C062,Cabin Crew
F000349,C031,Cabin Crew
F000349,C064,Cabin Crew
F000350,C012,Captain
F000350,C044,First Officer
F000350,C063,Cabin Crew
F000350,C031,Cabin Crew
F000350,C077,Cabin Crew
F000351,C012,Captain
F000351,C074,First Officer
F000351,C009,Cabin Crew
F000351,C071,Cabin Crew
F000351,C001,Cabin Crew
F000352,C020,Captain
F000352,C054,First Officer
F000352,C027,Cabin Crew
F000352,C053,Cabin Crew
F000352,C077,Cabin Crew
F000353,C061,Captain
F000353,C023,First Officer
F000353,C001,Cabin Crew
F000353,C009,Cabin Crew
F000353,C059,Cabin Crew
F000354,C011,Captain
F000354,C076,First Officer
F000354,C053,Cabin Crew
F000354,C056,Cabin Crew
F000354,C065,Cabin Crew
F000355,C055,Captain
F000355,C015,First Officer
F000355,C063,Cabin Crew
F000355,C056,Cabin Crew
F000355,C017,Cabin Crew
F000356,C061,Captain
F000356,C042,First Officer
F000356,C028,Cabin Crew
F000356,C005,Cabin Crew
F000356,C017,Cabin Crew
F000357,C016,Captain
F000357,C044,First Officer
F000357,C037,Cabin Crew
F000357,C078,Cabin Crew
F000357,C066,Cabin Crew
F000358,C002,Captain
F000358,C015,First Officer
F000358,C050,Cabin Crew
F000358,C068,Cabin Crew
F000358,C017,Cabin Crew
F000359,C011,Captain
F000359,C033,First Officer
F000359,C003,Cabin Crew
F000359,C019,Cabin Crew
F000359,C064,Cabin Crew
F000360,C049,Captain
F000360,C033,First Officer
F000360,C071,Cabin Crew
F000360,C056,Cabin Crew
F000360,C017,Cabin Crew
F000361,C020,Captain
F000361,C015,First Officer
F000361,C021,Cabin Crew
F000361,C048,Cabin Crew
F000361,C063,Cabin Crew
F000362,C061,Captain
F000362,C013,First Officer
F000362,C059,Cabin Crew
F000362,C010,Cabin Crew
F000362,C041,Cabin Crew
F000363,C046,Captain
F000363,C023,First Officer
F000363,C019,Cabin Crew
F000363,C047,Cabin Crew
F000363,C021,Cabin Crew
F000364,C002,Captain
F000364,C054,First Officer
F000364,C056,Cabin Crew
F000364,C057,Cabin Crew
F000364,C080,Cabin Crew
F000365,C002,Captain
F000365,C025,First Officer
F000365,C078,Cabin Crew
F000365,C009,Cabin Crew
F000365,C071,Cabin Crew
F000366,C072,Captain
F000366,C044,First Officer
F000366,C017,Cabin Crew
F000366,C078,Cabin Crew
F000366,C066,Cabin Crew
F000367,C046,Captain
F000367,C022,First Officer
F000367,C065,Cabin Crew
F000367,C028,Cabin Crew
F000367,C077,Cabin Crew
F000368,C002,Captain
F000368,C060,First Officer
F000368,C010,Cabin Crew
F000368,C065,Cabin Crew
F000368,C063,Cabin Crew
F000369,C007,Captain
F000369,C067,First Officer
F000369,C078,Cabin Crew
F000369,C077,Cabin Crew
F000369,C021,Cabin Crew
F000370,C055,Captain
F000370,C054,First Officer
F000370,C032,Cabin Crew
F000370,C021,Cabin Crew
F000370,C017,Cabin Crew
F000371,C004,Captain
F000371,C076,First Officer
F000371,C036,Cabin Crew
F000371,C027,Cabin Crew
F000371,C071,Cabin Crew
F000372,C014,Captain
F000372,C070,First Officer
F000372,C041,Cabin Crew
F000372,C056,Cabin Crew
F000372,C065,Cabin Crew
F000373,C016,Captain
F000373,C013,First Officer
F000373,C017,Cabin Crew
F000373,C045,Cabin Crew
F000373,C068,Cabin Crew
F000374,C055,Captain
F000374,C022,First Officer
F000374,C006,Cabin Crew
F000374,C027,Cabin Crew
F000374,C001,Cabin Crew
F000375,C008,Captain
F000375,C067,First Officer
F000375,C019,Cabin Crew
F000375,C045,Cabin Crew
F000375,C079,Cabin Crew
F000376,C014,Captain
F000376,C033,First Officer
F000376,C036,Cabin Crew
F000376,C005,Cabin Crew
F000376,C027,Cabin Crew
F000377,C061,Captain
F000377,C015,First Officer
F000377,C048,Cabin Crew
F000377,C034,Cabin Crew
F000377,C077,Cabin Crew
F000378,C011,Captain
F000378,C054,First Officer
F000378,C050,Cabin Crew
F000378,C043,Cabin Crew
F000378,C032,Cabin Crew
F000379,C020,Captain
F000379,C075,First Officer
F000379,C068,Cabin Crew
F000379,C080,Cabin Crew
F000379,C027,Cabin Crew
F000380,C026,Captain
F000380,C013,First Officer
F000380,C041,Cabin Crew
F000380,C048,Cabin Crew
F000380,C035,Cabin Crew
F000381,C014,Captain
F000381,C067,First Officer
F000381,C028,Cabin Crew
F000381,C035,Cabin Crew
F000381,C057,Cabin Crew
F000382,C055,Captain
F000382,C015,First Officer
F000382,C064,Cabin Crew
F000382,C048,Cabin Crew
F000382,C005,Cabin Crew
F000383,C004,Captain
F000383,C024,First Officer
F000383,C057,Cabin Crew
F000383,C059,Cabin Crew
F000383,C001,Cabin Crew
F000384,C061,Captain
F000384,C076,First Officer
F000384,C053,Cabin Crew
F000384,C078,Cabin Crew
F000384,C003,Cabin Crew
F000385,C008,Captain
F000385,C023,First Officer
F000385,C078,Cabin Crew
F000385,C009,Cabin Crew
F000385,C017,Cabin Crew
F000386,C040,Captain
F000386,C033,First Officer
F000386,C001,Cabin Crew
F000386,C036,Cabin Crew
F000386,C080,Cabin Crew
F000387,C040,Captain
F000387,C013,First Officer
F000387,C006,Cabin Crew
F000387,C053,Cabin Crew
F000387,C019,Cabin Crew
F000388,C055,Captain
F000388,C015,First Officer
F000388,C017,Cabin Crew
F000388,C080,Cabin Crew
F000388,C028,Cabin Crew
F000389,C004,Captain
F000389,C042,First Officer
F000389,C068,Cabin Crew
F000389,C043,Cabin Crew
F000389,C064,Cabin Crew
F000390,C018,Captain
F000390,C054,First Officer
F000390,C037,Cabin Crew
F000390,C078,Cabin Crew
F000390,C005,Cabin Crew
F000391,C011,Captain
F000391,C013,First Officer
F000391,C035,Cabin Crew
F000391,C077,Cabin Crew
F000391,C036,Cabin Crew
F000392,C008,Captain
F000392,C025,First Officer
F000392,C036,Cabin Crew
F000392,C003,Cabin Crew
F000392,C080,Cabin Crew
F000393,C007,Captain
F000393,C054,First Officer
F000393,C047,Cabin Crew
F000393,C010,Cabin Crew
F000393,C035,Cabin Crew
F000394,C016,Captain
F000394,C058,First Officer
F000394,C037,Cabin Crew
F000394,C019,Cabin Crew
F000394,C009,Cabin Crew
F000395,C046,Captain
F000395,C067,First Officer
F000395,C034,Cabin Crew
F000395,C045,Cabin Crew
F000395,C032,Cabin Crew
F000396,C051,Captain
F000396,C042,First Officer
F000396,C021,Cabin Crew
F000396,C080,Cabin Crew
F000396,C065,Cabin Crew
F000397,C004,Captain
F000397,C052,First Officer
F000397,C065,Cabin Crew
F000397,C053,Cabin Crew
F000397,C066,Cabin Crew
F000398,C014,Captain
F000398,C025,First Officer
F000398,C077,Cabin Crew
F000398,C028,Cabin Crew
F000398,C006,Cabin Crew
F000399,C014,Captain
F000399,C076,First Officer
F000399,C045,Cabin Crew
F000399,C005,Cabin Crew
F000399,C009,Cabin Crew
F000400,C049,Captain
F000400,C042,First Officer
F000400,C003,Cabin Crew
F000400,C068,Cabin Crew
F000400,C065,Cabin Crew
F000401,C011,Captain
F000401,C013,First Officer
F000401,C009,Cabin Crew
F000401,C032,Cabin Crew
F000401,C079,Cabin Crew
F000402,C016,Captain
F000402,C029,First Officer
F000402,C065,Cabin Crew
F000402,C043,Cabin Crew
F000402,C034,Cabin Crew
F000403,C038,Captain
F000403,C052,First Officer
F000403,C059,Cabin Crew
F000403,C048,Cabin Crew
F000403,C045,Cabin Crew
F000404,C026,Captain
F000404,C076,First Officer
F000404,C078,Cabin Crew
F000404,C047,Cabin Crew
F000404,C027,Cabin Crew
F000405,C055,Captain
F000405,C067,First Officer
F000405,C027,Cabin Crew
F000405,C036,Cabin Crew
F000405,C077,Cabin Crew
F000406,C049,Captain
F000406,C052,First Officer
F000406,C034,Cabin Crew
F000406,C073,Cabin Crew
F000406,C068,Cabin Crew
F000407,C051,Captain
F000407,C025,First Officer
F000407,C065,Cabin Crew
F000407,C045,Cabin Crew
F000407,C066,Cabin Crew
F000408,C051,Captain
F000408,C067,First Officer
F000408,C001,Cabin Crew
F000408,C037,Cabin Crew
F000408,C043,Cabin Crew
F000409,C051,Captain
F000409,C076,First Officer
F000409,C037,Cabin Crew
F000409,C001,Cabin Crew
F000409,C073,Cabin Crew
F000410,C051,Captain
F000410,C058,First Officer
F000410,C047,Cabin Crew
F000410,C019,Cabin Crew
F000410,C032,Cabin Crew
F000411,C038,Captain
F000411,C023,First Officer
F000411,C003,Cabin Crew
F000411,C035,Cabin Crew
